Song Name,Artist,Genre
"Say, Has Anybody Seen My Sweet Gypsy Rose (feat. Tony Orlando) - Digitally Remastered 1998","Dawn, Tony Orlando",bubblegum pop
Make It Last,Dada Pop,
Creeque Alley - Single Version,The Mamas & The Papas,"classic rock,folk,folk rock,mellow gold,psychedelic rock,rock,soft rock,sunshine pop"
Dream Catch Me,Newton Faulkner,folk-pop
Bang Bang,"Jessie J, Ariana Grande, Nicki Minaj","dance pop,pop,pop,hip pop,pop,queens hip hop,rap"
The Climb,Miley Cyrus,pop
Rock And Roll Music - Remastered 2009,The Beatles,"beatlesque,british invasion,classic rock,merseybeat,psychedelic rock,rock"
Run,OneRepublic,"piano rock,pop"
Shapes of Things,The Yardbirds,"album rock,blues rock,british blues,british invasion,classic rock,country rock,folk rock,hard rock,psychedelic rock,rock,singer-songwriter"
Glory Days,Bruce Springsteen,"heartland rock,mellow gold,permanent wave,rock,singer-songwriter"
Need Me,"Mashd N Kutcher, Sammi Constantine",
Halfway Hotel,Voyager,
Spice Up Your Life,Spice Girls,"dance pop,girl group,pop"
Love Child,Diana Ross & The Supremes,classic girl group
Good as Hell,Lizzo,"escape room,minnesota hip hop,pop,trap queen"
What I've Done,Linkin Park,"alternative metal,nu metal,post-grunge,rap metal,rock"
Letter,Marques Houston,"contemporary r&b,hip pop,r&b,urban contemporary"
Dancing On The Ceiling,Lionel Richie,soft rock
Sherry,Frankie Valli & The Four Seasons,"adult standards,bubblegum pop,doo-wop,lounge,northern soul,rock-and-roll,rockabilly"
Shake It Out,Florence + The Machine,"baroque pop,modern rock,uk alternative pop"
Bad Boy for Life (feat. Black Rob & Mark Curry) - 2016 Remaster,"Diddy, Black Rob, Mark Curry","dance pop,east coast hip hop,hip hop,hip pop,pop rap,rap,dirty south rap,hardcore hip hop,harlem hip hop"
Thunder in My Heart Again (Radio Edit),"Meck, Leo Sayer","mellow gold,soft rock"
I Just Had Sex,"The Lonely Island, Akon","comedy rap,comic,dance pop"
Fire And Rain,Marcia Hines,"australian dance,australian pop,australian rock"
I Wanna Be Your Lover,Prince,"funk,funk rock,minneapolis sound,rock,synth funk"
Runaway,Janet Jackson,"dance pop,r&b,urban contemporary"
See the Sun,Dido,"dance pop,europop,lilith,neo mellow,pop rock"
"It Must Have Been Love - From the Film ""Pretty Woman""",Roxette,"europop,swedish pop,synthpop"
Blinding Lights,The Weeknd,"canadian contemporary r&b,canadian pop,pop"
Love Story (Taylor’s Version),Taylor Swift,pop
Release Me - Radio Edit,Zoë Badwi,australian dance
Sexual Healing,Max-A-Million,
Sweet December,Short Stack,australian pop
"You're The One That I Want - From ""Grease"" Original Motion Picture Soundtrack","John Travolta, Olivia Newton-John","hollywood,adult standards,australian dance,disco,mellow gold,soft rock"
Sweet Home Alabama,Lynyrd Skynyrd,"album rock,classic rock,hard rock,rock,southern rock"
Lightnin' Strikes,Lou Christie,"bubblegum pop,classic garage rock,doo-wop,merseybeat"
Time Is On My Side - Mono Version,The Rolling Stones,"album rock,british invasion,classic rock,rock"
Hair (feat. Sean Paul),"Little Mix, Sean Paul","girl group,pop,talent show,uk pop,dance pop,dancehall,pop,pop rap"
LIKE I WOULD,ZAYN,"pop,uk pop"
SHC,Foster The People,"indietronica,modern alternative rock,modern rock,rock"
Twist And Shout - Remastered 2009,The Beatles,"beatlesque,british invasion,classic rock,merseybeat,psychedelic rock,rock"
When You Say You Love Me,Human Nature,"australian pop,australian rock,boy band"
Black Betty - Edit,Spiderbait,"australian alternative rock,australian rock"
Praying for Time - 2010 Remastered Version,George Michael,new wave pop
Venus,Shocking Blue,nederpop
Foreplay / Long Time,Boston,"album rock,classic rock,glam metal,hard rock,mellow gold,rock,soft rock"
The Writing on the Wall (Rerecorded),Adam Wade,
Boom Boom Boom,The Outhere Brothers,"eurodance,hip house"
Maneater,Daryl Hall & John Oates,"album rock,classic rock,heartland rock,mellow gold,rock,singer-songwriter,soft rock,yacht rock"
Walkin' On The Sun,Smash Mouth,"pop rock,post-grunge"
You Make Me Feel... (feat. Sabi),"Cobra Starship, Sabi","neon pop punk,pop punk,post-teen pop"
Little Me,Little Mix,"girl group,pop,talent show,uk pop"
Piece by Piece,Kelly Clarkson,"dance pop,pop,talent show"
Suddenly I See,KT Tunstall,"lilith,neo mellow,pop rock,scottish singer-songwriter"
"Can You Feel the Love Tonight - End Title/ From ""The Lion King""/Soundtrack Version",Elton John,"glam rock,mellow gold,piano rock,rock"
Inescapable - Youngboyz Mix,Jessica Mauboy,"australian indigenous,australian pop,australian talent show"
Take My Heart,Birdy,"neo mellow,uk pop"
HUMBLE.,Kendrick Lamar,"conscious hip hop,hip hop,rap,west coast rap"
The Power of Love,Céline Dion,canadian pop
"Bump, Bump, Bump (feat. P. Diddy)","B2K, Diddy","boy band,contemporary r&b,hip pop,r&b,urban contemporary,dance pop,east coast hip hop,hip hop,hip pop,pop rap,rap"
One Crowded Hour,Augie March,"australian alternative rock,australian indie,australian rock,melbourne indie"
United States Of Whatever,Liam Lynch,novelty
Iko Iko (My Bestie),"Justin Wellington, Small Jam","melanesian pop,pacific islands pop,png pop,solomon islands pop"
I Wouldn't Trade You For The World,The Bachelors,british invasion
Le Freak,CHIC,"disco,funk,soul"
Bring It Down,Dead Reynolds,
Short Skirt / Long Jacket,CAKE,"alternative rock,pop rock,post-grunge,sacramento indie"
Everlovin' Man,The Loved Ones,australian rock
It Wasn't Me,"Shaggy, Rik Rok","dance pop,pop rap,reggae fusion,reggae fusion"
My Cherie Amour,Stevie Wonder,"motown,soul"
Alone Again (Naturally),Gilbert O'Sullivan,soft rock
Calling All Hearts (feat. Robin Thicke & Jessie J),"DJ Cassidy, Robin Thicke, Jessie J","dance pop,neo soul,pop rap,r&b,urban contemporary,dance pop,pop"
Only Love Can Hurt Like This,Paloma Faith,"british soul,talent show"
Ruby Don't Take Your Love to Town,Kenny Rogers & The First Edition,psychedelic rock
Raindrops Keep Fallin On My Head,John Farnham,"australian pop,australian rock"
Love Is Like Oxygen,Sweet,"album rock,glam rock,hard rock"
A Good Heart,Feargal Sharkey,"new wave pop,solo wave"
"break up with your girlfriend, i'm bored",Ariana Grande,pop
Gonna Make You a Star,David Essex,glam rock
Think About Us (feat. Ty Dolla $ign),"Little Mix, Ty Dolla $ign","girl group,pop,talent show,uk pop,hip hop,pop rap,r&b,southern hip hop,trap,trap soul"
"No Light, No Light",Florence + The Machine,"baroque pop,modern rock,uk alternative pop"
If You Leave Me Now,Chicago,"album rock,classic rock,mellow gold,rock,soft rock,yacht rock"
Footsteps,Gordon Taggart,
I Try,Macy Gray,neo soul
Puppy Love,Donny Osmond,"bubblegum pop,movie tunes"
Loud,Shannon Noll,"australian pop,australian rock"
By Your Side,"Jonas Blue, RAYE","pop,pop dance,tropical house,uk dance,uk contemporary r&b,uk pop"
Love Me Tonight,Tom Jones,"adult standards,british invasion"
Low (feat. T-Pain),"Flo Rida, T-Pain","dance pop,miami hip hop,pop,pop rap,dance pop,gangster rap,hip hop,pop rap,r&b,rap,southern hip hop,trap,urban contemporary"
"This Is It - 7"" Version",Dannii Minogue,"australian dance,australian pop,europop,talent show"
Burn,Tina Arena,"australian dance,australian pop"
These Words,Natasha Bedingfield,"dance pop,pop,post-teen pop"
Ready or Not,"Fugees, Ms. Lauryn Hill, Wyclef Jean, Pras","east coast hip hop,hip hop,neo soul,new jersey rap,alternative r&b,conscious hip hop,hip hop,neo soul,new jersey rap,r&b,soul,rap kreyol,new jersey rap"
Sugar Baby Love,The Rubettes,"classic uk pop,glam rock"
Fire Water Burn,Bloodhound Gang,"alternative metal,comic,funk metal,funk rock,rap rock"
Respect - 2003 Remaster,Aretha Franklin,"classic soul,jazz blues,memphis soul,neo soul,soul,southern soul,vocal jazz"
Teenage Rampage,Sweet,"album rock,glam rock,hard rock"
Back to You (feat. Bebe Rexha & Digital Farm Animals),"Louis Tomlinson, Bebe Rexha, Digital Farm Animals","pop,dance pop,pop,uk dance"
Never Say Never,"Justin Bieber, Jaden","canadian pop,pop,pop rap,rap"
You Make Me Feel (Mighty Real),Sylvester,"disco,hi-nrg"
My Sunshine,Mashd N Kutcher,
Animals - Radio Edit,Martin Garrix,"dutch edm,edm,pop,pop dance,progressive house"
Hush Not a Word to Mary,John Rowles,classic nz pop
Ghost,Justin Bieber,"canadian pop,pop"
All Apologies,Nirvana,"grunge,permanent wave,rock"
Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber","latin pop,puerto rican pop,latin hip hop,reggaeton,trap latino,urbano latino,canadian pop,pop"
Ding Dong! the Witch Is Dead,The Fifth Estate,"bubblegum pop,classic garage rock"
Party Rock Anthem,"LMFAO, Lauren Bennett, GoonRock","dance pop,pop,pop rap"
Dance The Night (From Barbie The Album),Dua Lipa,"dance pop,pop,uk pop"
Male Stripper,Man 2 Man,hi-nrg
Mother,Charlie Puth,"pop,viral pop"
Let It Go,James Bay,"neo mellow,pop,uk pop"
The Unforgiven II,Metallica,"hard rock,metal,old school thrash,rock,thrash metal"
Boogie Wonderland,"Earth\, Wind & Fire, The Emotions","disco,funk,jazz funk,soul,chicago soul,classic soul,disco,funk,girl group,motown,post-disco,quiet storm,soul"
I Want Your Sex - Pts. 1 & 2 Remastered,George Michael,new wave pop
Awkward,San Cisco,"australian indie,fremantle indie,metropopolis,perth indie"
Shy Boy,Bananarama,"girl group,hi-nrg,new romantic,new wave,new wave pop,soft rock"
For the First Time,The Script,"celtic rock,pop"
Onion Skin,Boom Crash Opera,australian rock
Don't Let Me Down (feat. Daya),"The Chainsmokers, Daya","electropop,pop,pop"
Love Will Never Do (Without You),Janet Jackson,"dance pop,r&b,urban contemporary"
Doesn't Somebody Want To Be Wanted,"David Cassidy, The Partridge Family","adult standards,bubblegum pop,bubblegum pop"
Desire,U2,"irish rock,permanent wave,rock"
Brown Sugar - Remastered 2009,The Rolling Stones,"album rock,british invasion,classic rock,rock"
Be My Lover,La Bouche,"diva house,eurodance,europop,german techno"
Drunk,Ed Sheeran,"pop,singer-songwriter pop,uk pop"
Don't Tell Me The Time,Martha Davis,
Crazy Train,Ozzy Osbourne,"album rock,alternative metal,birmingham metal,classic rock,glam metal,hard rock,metal,nu metal,rock"
Polaroid,"Jonas Blue, Liam Payne, Lennon Stella","pop,pop dance,tropical house,uk dance,pop,alt z,canadian pop,uk pop"
VALENTINO - Imanbek Remix,"24kGoldn, Imanbek","cali rap,electro house,pop dance,slap house"
Down On The Corner,Creedence Clearwater Revival,"classic rock,country rock,rock,southern rock,swamp rock"
Toxic,Britney Spears,"dance pop,pop"
Send My Love (To Your New Lover),Adele,"british soul,pop,pop soul,uk pop"
The Memory Remains,"Metallica, Marianne Faithfull","hard rock,metal,old school thrash,rock,thrash metal,british invasion,folk,singer-songwriter"
Ass Back Home (feat. Neon Hitch),"Gym Class Heroes, Neon Hitch","dance pop,pop rap,electropop"
STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,lgbtq+ hip hop
You've Got To Hide Your Love Away,The Beatles,
Crying in the Rain,The Everly Brothers,"adult standards,folk rock,mellow gold,rock-and-roll,rockabilly,sunshine pop"
True Tears Of Joy,Hunters & Collectors,australian rock
Wherever You Will Go,The Calling,"neo mellow,pop rock,post-grunge"
Chirpy Chirpy Cheep Cheep,Middle Of The Road,classic uk pop
(Just Like) Starting Over - Remastered 2010,John Lennon,"beatlesque,classic rock,rock"
Breathless,The Corrs,"celtic rock,europop,pop rock"
Mundian To Bach Ke (Beware of the Boys) [Jay Z Remix],Panjabi MC,"bhangra,classic bhangra,desi hip hop"
Even Better Than The Real Thing,U2,"irish rock,permanent wave,rock"
All We Know,"The Chainsmokers, Phoebe Ryan","electropop,pop,alt z,indie poptimism"
High Hopes,Kodaline,"irish pop,modern rock"
SNAP,Rosa Linn,alt z
Everybody's Free (To Wear Sunscreen),"Quindon Tarver, Josh Abrahams",
Tubular Bells - Pt. I,Mike Oldfield,"progressive rock,symphonic rock"
Brand New Day,Alex Lloyd,"australian alternative rock,australian rock"
Best Day Of My Life,American Authors,"modern rock,pop rock"
And I Am Telling You (with Nicole Scherzinger),"Sam Bailey, Nicole Scherzinger","talent show,uk pop,dance pop,pop"
Don’t Be So Shy - Filatov & Karas Remix,"Imany, Filatov, Karas",french indie pop
Long Road To Ruin,Foo Fighters,"alternative metal,alternative rock,modern rock,permanent wave,post-grunge,rock"
Let’s Go Home Together,"Ella Henderson, Tom Grennan","dance pop,pop dance,talent show,uk pop,uk pop"
Home,Blake Shelton,"classic oklahoma country,contemporary country,country,country road"
Tribal Dance,2 Unlimited,"eurodance,europop,hip house"
No Diggity,"Blackstreet, Dr. Dre, Queen Pen","boy band,contemporary r&b,new jack swing,r&b,urban contemporary,g funk,gangster rap,hip hop,rap,west coast rap,contemporary r&b,hip pop,lgbtq+ hip hop"
"See You Again, Love Me Like You Do, Sugar - Acoustic Mashup",Megan Davies,acoustic cover
Fireflies,Owl City,"indietronica,pop"
"What Is Love - 7"" Mix",Haddaway,"eurodance,europop"
Million Dollar Riff - 1994 Remaster,Skyhooks,"australian rock,glam rock"
Whip It,DEVO,"alternative rock,art punk,dance rock,new romantic,new wave,new wave pop,post-punk,synth punk,synthpop,zolo"
Chemical Heart,Grinspoon,"australian alternative rock,australian psych,australian rock"
The Sign,Ace of Base,"eurodance,europop,new wave pop"
Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,"pop,post-teen pop"
The Joker,Steve Miller Band,"album rock,classic rock,hard rock,heartland rock,mellow gold,rock,singer-songwriter,soft rock"
Burn,Jessica Mauboy,"australian indigenous,australian pop,australian talent show"
I Don't Believe You,P!nk,"dance pop,pop"
Daddy's Home,Shep And The Limelites,
Devil Woman,Cliff Richard,"adult standards,rock-and-roll"
California Dreamin',Sia,"australian dance,australian pop,pop"
Ain't Gonna Bump No More (With No Big Fat Woman),Joe Tex,"northern soul,southern soul"
What Do You Mean?,Justin Bieber,"canadian pop,pop"
Glorious (feat. Skylar Grey),"Macklemore, Skylar Grey","pop rap,seattle hip hop,piano rock,viral pop"
The Sound of Silence - Electric Version,Simon & Garfunkel,"classic rock,folk,folk rock,melancholia,mellow gold,rock,soft rock"
I Drove All Night,Roy Orbison,"adult standards,classic rock,folk rock,mellow gold,rock-and-roll,rockabilly,singer-songwriter"
Dancing in the Moonlight,Toploader,british alternative rock
Desire,"Years & Years, Tove Lo","gauze pop,pop,uk pop,metropopolis,pop,swedish electropop,swedish pop,swedish synthpop"
Misery,Good Charlotte,"alternative metal,modern rock,neon pop punk,pop punk,pop rock,post-grunge"
"Never Seen Anything ""Quite Like You""",The Script,"celtic rock,pop"
Someday,Tony Barber,
Lonely,"Diplo, Jonas Brothers","edm,electro house,moombahton,pop dance,boy band,pop"
2.0,Jump Jump Dance Dance,
He's So Fine,The Chiffons,"brill building pop,classic girl group,doo-wop,rock-and-roll"
Don't You (Forget About Me) - Remastered,Simple Minds,"album rock,dance rock,new romantic,new wave,new wave pop,rock,scottish new wave,soft rock"
Doesn't Mean Anything,Alicia Keys,"neo soul,pop,r&b"
Baila Conmigo (with Rauw Alejandro),"Selena Gomez, Rauw Alejandro","pop,post-teen pop,puerto rican pop,reggaeton,trap latino,urbano latino"
Beautiful,"Snoop Dogg, Pharrell Williams, Uncle Charlie Wilson","g funk,gangster rap,hip hop,pop rap,rap,west coast rap,dance pop,pop"
Refugee,Tom Petty and the Heartbreakers,"album rock,classic rock,hard rock,heartland rock,mellow gold,rock,singer-songwriter,soft rock"
The Fly,U2,"irish rock,permanent wave,rock"
Runaway Boys,Stray Cats,"instrumental surf,rockabilly"
All Fired Up,Pat Benatar,"album rock,classic rock,glam metal,hard rock,heartland rock,mellow gold,new romantic,new wave pop,rock,singer-songwriter,soft rock"
Intergalactic - Remastered 2009,Beastie Boys,"alternative rock,east coast hip hop,golden age hip hop,hip hop,old school hip hop,rap,rap rock,rock"
Long Live the Summer,Shannon Noll,"australian pop,australian rock"
Please Don't Let Me Go,Olly Murs,"dance pop,pop,talent show"
Heatseeker,AC/DC,"australian rock,hard rock,rock"
Moonshine,"Savage, Akon","nz hip hop,dance pop"
Judy's Turn To Cry,Lesley Gore,"brill building pop,bubblegum pop,classic girl group"
Strawberry Kisses,Nikki Webster,"australian pop,australian talent show"
Wasted,Peking Duk,"aussietronica,australian electropop,edm"
Turn Up The Love,"Far East Movement, Cover Drive","asian american hip hop,dance pop,pop rap,barbadian pop,talent show"
That's My Girl,Fifth Harmony,"girl group,pop,talent show"
Get Off Of My Cloud - Mono Version,The Rolling Stones,"album rock,british invasion,classic rock,rock"
Together Again,Janet Jackson,"dance pop,r&b,urban contemporary"
Mad About You,Bruce Ruffin,"early reggae,rocksteady"
James Brown Is Dead (Original Mix),L.A. Style,"new beat,rave"
Ghost,Justin Bieber,"canadian pop,pop"
Dive,Ed Sheeran,"pop,singer-songwriter pop,uk pop"
Hello,Karmin,"post-teen pop,viral pop"
See the Day,Dee C. Lee,
Shut Down (Mono),The Beach Boys,"baroque pop,classic rock,folk rock,mellow gold,psychedelic rock,rock,sunshine pop"
Sorry Not Sorry,Demi Lovato,"pop,post-teen pop"
Bye Bye Bye,*NSYNC,"boy band,dance pop,pop"
Walk Alone (feat. Tom Walker),"Rudimental, Tom Walker","pop dance,uk dance,uk funky,indie anthem-folk,uk pop"
Lighters,"Bad Meets Evil, Bruno Mars","detroit hip hop,dance pop,pop"
California Love - Original Version (Explicit),"2Pac, Roger, Dr. Dre","g funk,gangster rap,hip hop,rap,west coast rap,funk,new jack swing,p funk,post-disco,quiet storm,g funk,gangster rap,hip hop,rap,west coast rap"
The Wild One - Single Version,Suzi Quatro,glam rock
I'm Coming Home,Birtles & Goble,
Cool Kids,Echosmith,"electropop,indie poptimism,viral pop"
Cheap Thrills,Sia,"australian dance,australian pop,pop"
1955,"Hilltop Hoods, Montaigne, Tom Thum","australian hip hop,australian indie,australian pop,beatboxing"
Roam,The B-52's,"album rock,classic rock,dance rock,new romantic,new wave,new wave pop,permanent wave,post-punk,rock,zolo"
